"                   Perusahaan
Tanggal";LQ45;ADROJK;ANTM;ASII;BBCA;BBNI;BBRI;BBTN;BMRI;CPINJK;EXCLJK;ICBPJK;INCOJK;INDFJK;INKPJK;INTPJK;ITMGJK;KLBFJK;MEDCJK;MDKAJK;PGASJK;PTBAJK;SMGRJK;TBIGJK;TLKMJK;TOWRJK;TPIAJK;UNTRJK;UNVRJK
31/05/2023;949,67;2.040,00;1.895,00;6.450,00;9.050,00;4.525,00;5.575,00;1.280,00;5.050,00;4.950,00;1.985,00;11.700,00;6.300,00;7.100,00;6.900,00;9.900,00;22.125,00;2.030,00;905,00;3.000,00;1.430,00;3.060,00;5.800,00;2.130,00;4.040,00;990,00;2.140,00;22.225,00;4.530,00
05/06/2023;946,57;2.100,00;1.975,00;6.825,00;9.200,00;4.500,00;5.425,00;1.275,00;5.075,00;4.900,00;1.985,00;11.550,00;6.600,00;7.250,00;7.025,00;9.900,00;22.750,00;2.050,00;920,00;3.030,00;1.440,00;3.150,00;5.825,00;2.140,00;4.080,00;1.000,00;2.040,00;22.850,00;4.500,00
06/06/2023;946,68;2.220,00;2.010,00;6.800,00;9.150,00;4.600,00;5.450,00;1.315,00;5.050,00;4.900,00;1.970,00;11.300,00;6.600,00;7.375,00;7.000,00;9.775,00;23.675,00;2.040,00;905,00;3.100,00;1.435,00;3.280,00;5.850,00;2.200,00;4.090,00;995,00;2.050,00;23.200,00;4.460,00
07/06/2023;945,39;2.170,00;2.020,00;6.800,00;9.100,00;4.575,00;5.400,00;1.315,00;5.025,00;4.980,00;2.050,00;11.300,00;6.600,00;7.450,00;7.100,00;9.700,00;22.900,00;2.050,00;905,00;3.140,00;1.425,00;3.190,00;5.850,00;2.230,00;4.150,00;1.000,00;2.070,00;22.850,00;4.570,00
08/06/2023;953,39;2.200,00;1.985,00;6.775,00;9.125,00;4.600,00;5.475,00;1.305,00;5.025,00;5.000,00;2.120,00;11.300,00;6.475,00;7.425,00;7.325,00;9.575,00;23.525,00;2.040,00;915,00;3.110,00;1.430,00;3.300,00;5.875,00;2.170,00;4.170,00;1.000,00;2.030,00;23.325,00;4.600,00
09/06/2023;954,24;2.190,00;1.975,00;6.800,00;9.100,00;4.612,50;5.425,00;1.300,00;5.125,00;5.025,00;2.050,00;11.375,00;6.350,00;7.425,00;7.400,00;9.625,00;23.275,00;2.050,00;905,00;3.100,00;1.430,00;3.380,00;5.925,00;2.120,00;4.150,00;1.015,00;2.050,00;23.075,00;4.550,00
12/06/2023;952,72;2.210,00;1.995,00;6.775,00;9.150,00;4.650,00;5.400,00;1.310,00;5.100,00;5.100,00;2.040,00;11.300,00;6.400,00;7.450,00;7.400,00;9.800,00;23.550,00;2.060,00;900,00;3.100,00;1.315,00;3.530,00;6.050,00;2.170,00;4.050,00;1.010,00;2.060,00;23.525,00;4.610,00
13/06/2023;952,58;2.210,00;2.010,00;6.750,00;9.150,00;4.562,50;5.550,00;1.270,00;5.100,00;5.025,00;2.050,00;11.250,00;6.450,00;7.350,00;7.325,00;9.800,00;23.500,00;2.080,00;880,00;3.070,00;1.305,00;3.490,00;6.000,00;2.100,00;4.030,00;1.005,00;2.070,00;22.975,00;4.510,00
14/06/2023;949,81;2.250,00;2.030,00;6.900,00;9.075,00;4.487,50;5.550,00;1.260,00;5.050,00;5.075,00;2.010,00;11.300,00;6.525,00;7.425,00;7.775,00;9.775,00;23.525,00;2.050,00;900,00;3.030,00;1.305,00;3.480,00;5.975,00;2.100,00;4.000,00;1.030,00;2.080,00;22.975,00;4.440,00
15/06/2023;952,27;2.300,00;2.040,00;6.875,00;9.050,00;4.550,00;5.525,00;1.280,00;5.125,00;5.100,00;2.020,00;11.325,00;6.600,00;7.450,00;7.850,00;9.925,00;24.250,00;2.080,00;900,00;3.030,00;1.315,00;3.630,00;6.075,00;2.080,00;4.020,00;1.030,00;2.070,00;23.150,00;4.520,00
16/06/2023;952,16;2.320,00;2.060,00;6.850,00;9.050,00;4.512,50;5.550,00;1.280,00;5.150,00;5.200,00;2.020,00;11.200,00;6.600,00;7.275,00;7.950,00;9.750,00;24.225,00;2.100,00;915,00;3.040,00;1.310,00;3.820,00;6.000,00;2.030,00;3.970,00;1.005,00;2.070,00;22.900,00;4.390,00
19/06/2023;950,03;2.260,00;2.030,00;6.875,00;9.000,00;4.525,00;5.525,00;1.300,00;5.125,00;5.200,00;1.970,00;11.250,00;6.500,00;7.400,00;8.175,00;9.875,00;24.000,00;2.070,00;905,00;3.030,00;1.315,00;3.790,00;6.000,00;2.110,00;3.960,00;1.025,00;2.070,00;23.150,00;4.380,00
20/06/2023;948,81;2.270,00;2.020,00;6.800,00;9.050,00;4.537,50;5.550,00;1.300,00;5.100,00;5.225,00;1.965,00;11.200,00;6.475,00;7.150,00;8.000,00;9.775,00;23.925,00;2.070,00;905,00;2.910,00;1.315,00;3.850,00;6.025,00;2.050,00;3.990,00;1.025,00;2.080,00;23.125,00;4.300,00
21/06/2023;954,69;2.260,00;2.010,00;6.925,00;9.125,00;4.550,00;5.575,00;1.340,00;5.100,00;5.225,00;1.955,00;11.325,00;6.425,00;7.375,00;8.000,00;9.800,00;24.000,00;2.050,00;930,00;3.010,00;1.305,00;3.850,00;6.025,00;2.080,00;3.980,00;1.035,00;2.100,00;23.350,00;4.360,00
22/06/2023;944,37;2.260,00;2.010,00;6.775,00;9.050,00;4.525,00;5.475,00;1.330,00;5.075,00;5.150,00;1.930,00;11.175,00;6.350,00;7.225,00;7.925,00;9.775,00;24.025,00;2.020,00;920,00;3.030,00;1.310,00;3.780,00;6.025,00;2.030,00;3.940,00;1.040,00;2.080,00;23.525,00;4.250,00
23/06/2023;942,72;2.230,00;2.010,00;6.775,00;9.050,00;4.512,50;5.400,00;1.330,00;5.075,00;5.200,00;1.930,00;11.175,00;6.300,00;7.300,00;8.275,00;9.800,00;23.900,00;2.050,00;905,00;3.150,00;1.305,00;3.700,00;6.125,00;2.030,00;3.950,00;1.055,00;2.080,00;23.375,00;4.270,00
26/06/2023;946,11;2.210,00;1.950,00;6.800,00;9.075,00;4.562,50;5.450,00;1.315,00;5.125,00;5.225,00;1.980,00;11.325,00;6.300,00;7.325,00;8.500,00;9.750,00;24.000,00;2.070,00;900,00;3.100,00;1.305,00;3.150,00;6.150,00;2.020,00;3.990,00;1.060,00;2.070,00;23.275,00;4.230,00
27/06/2023;945,70;2.230,00;1.950,00;6.775,00;9.150,00;4.575,00;5.425,00;1.320,00;5.200,00;5.275,00;1.955,00;11.325,00;6.300,00;7.350,00;8.500,00;9.925,00;24.125,00;2.050,00;890,00;3.060,00;1.305,00;2.680,00;6.075,00;2.010,00;4.000,00;1.055,00;2.100,00;23.275,00;4.260,00
03/07/2023;952,57;2.330,00;1.965,00;6.825,00;9.075,00;4.612,50;5.475,00;1.315,00;5.350,00;5.425,00;1.960,00;11.575,00;6.275,00;7.250,00;8.400,00;9.675,00;24.675,00;2.020,00;895,00;3.150,00;1.310,00;2.720,00;6.075,00;1.990,00;4.000,00;1.050,00;2.150,00;23.050,00;4.310,00
04/07/2023;948,74;2.340,00;1.970,00;6.775,00;9.050,00;4.550,00;5.450,00;1.315,00;5.250,00;5.500,00;1.975,00;11.475,00;6.250,00;7.375,00;8.475,00;9.600,00;24.825,00;1.985,00;900,00;3.220,00;1.340,00;2.730,00;6.075,00;2.000,00;3.970,00;1.075,00;2.080,00;23.100,00;4.330,00
05/07/2023;953,44;2.420,00;1.985,00;6.775,00;9.050,00;4.575,00;5.450,00;1.305,00;5.275,00;5.500,00;2.000,00;11.450,00;6.325,00;7.425,00;8.725,00;9.725,00;24.925,00;2.010,00;930,00;3.360,00;1.345,00;2.780,00;6.175,00;2.020,00;3.980,00;1.110,00;2.100,00;23.700,00;4.310,00
06/07/2023;956,40;2.450,00;2.020,00;6.800,00;9.075,00;4.550,00;5.425,00;1.320,00;5.300,00;5.375,00;2.040,00;11.400,00;6.350,00;7.450,00;8.775,00;9.900,00;25.600,00;1.990,00;955,00;3.410,00;1.360,00;2.810,00;6.250,00;2.020,00;3.960,00;1.110,00;2.070,00;24.050,00;4.250,00
07/07/2023;947,73;2.380,00;1.975,00;6.825,00;9.025,00;4.537,50;5.375,00;1.310,00;5.150,00;5.375,00;2.060,00;11.275,00;6.325,00;7.275,00;8.850,00;10.125,00;24.850,00;1.990,00;910,00;3.330,00;1.350,00;2.770,00;6.425,00;2.000,00;3.960,00;1.100,00;2.090,00;23.750,00;4.240,00
10/07/2023;949,16;2.420,00;1.980,00;6.775,00;9.050,00;4.525,00;5.400,00;1.310,00;5.175,00;5.375,00;2.030,00;11.325,00;6.300,00;7.250,00;8.975,00;10.100,00;25.450,00;2.000,00;915,00;3.350,00;1.350,00;2.780,00;6.425,00;2.000,00;3.950,00;1.105,00;2.070,00;24.100,00;4.250,00
11/07/2023;954,96;2.430,00;2.000,00;6.800,00;9.025,00;4.487,50;5.425,00;1.325,00;5.275,00;5.475,00;2.040,00;11.525,00;6.450,00;7.300,00;9.475,00;10.275,00;25.650,00;2.030,00;895,00;3.350,00;1.340,00;2.760,00;6.550,00;1.990,00;3.980,00;1.095,00;2.070,00;24.475,00;4.250,00
12/07/2023;957,99;2.370,00;1.990,00;6.775,00;9.175,00;4.475,00;5.450,00;1.305,00;5.300,00;5.450,00;2.050,00;11.650,00;6.400,00;7.400,00;9.400,00;10.150,00;25.250,00;2.000,00;895,00;3.390,00;1.340,00;2.730,00;6.500,00;1.990,00;3.980,00;1.110,00;2.050,00;24.000,00;4.210,00
13/07/2023;956,95;2.320,00;1.990,00;6.800,00;9.125,00;4.450,00;5.450,00;1.320,00;5.350,00;5.400,00;2.010,00;11.700,00;6.475,00;7.450,00;9.150,00;10.250,00;24.900,00;2.020,00;890,00;3.380,00;1.340,00;2.740,00;6.725,00;1.940,00;3.920,00;1.080,00;2.080,00;24.150,00;4.250,00
14/07/2023;964,09;2.360,00;2.000,00;6.750,00;9.200,00;4.462,50;5.525,00;1.320,00;5.400,00;5.475,00;2.030,00;11.775,00;6.375,00;7.450,00;8.950,00;10.350,00;25.200,00;2.070,00;900,00;3.330,00;1.360,00;2.770,00;6.875,00;1.970,00;3.930,00;1.075,00;2.040,00;24.150,00;4.250,00
17/07/2023;964,36;2.380,00;1.990,00;6.675,00;9.175,00;4.475,00;5.575,00;1.365,00;5.375,00;5.425,00;2.030,00;11.650,00;6.400,00;7.300,00;8.800,00;10.275,00;25.425,00;2.020,00;905,00;3.260,00;1.370,00;2.790,00;6.775,00;1.960,00;3.910,00;1.055,00;2.090,00;24.225,00;4.270,00
18/07/2023;958,37;2.330,00;1.990,00;6.575,00;9.150,00;4.450,00;5.625,00;1.370,00;5.350,00;5.325,00;2.000,00;11.750,00;6.425,00;7.350,00;8.725,00;10.275,00;25.250,00;2.000,00;910,00;3.160,00;1.365,00;2.750,00;6.775,00;1.955,00;3.850,00;1.050,00;2.050,00;24.250,00;4.270,00
20/07/2023;961,54;2.370,00;1.990,00;6.525,00;9.150,00;4.525,00;5.625,00;1.370,00;5.525,00;5.200,00;2.070,00;11.475,00;6.550,00;7.325,00;8.925,00;10.175,00;25.500,00;1.950,00;935,00;3.340,00;1.370,00;2.770,00;6.700,00;1.960,00;3.850,00;1.035,00;2.040,00;24.375,00;4.220,00
21/07/2023;963,38;2.420,00;1.975,00;6.450,00;9.150,00;4.525,00;5.625,00;1.360,00;5.550,00;5.175,00;2.060,00;11.500,00;6.600,00;7.325,00;9.000,00;10.350,00;26.775,00;1.970,00;955,00;3.360,00;1.380,00;2.790,00;6.950,00;1.980,00;3.860,00;1.060,00;2.040,00;24.500,00;4.290,00
24/07/2023;962,43;2.470,00;1.975,00;6.550,00;9.100,00;4.512,50;5.600,00;1.325,00;5.500,00;5.075,00;2.050,00;11.525,00;6.575,00;7.275,00;8.950,00;10.350,00;28.000,00;1.970,00;1.000,00;3.370,00;1.395,00;2.880,00;6.950,00;2.020,00;3.900,00;1.025,00;2.060,00;25.400,00;4.290,00
25/07/2023;963,85;2.430,00;1.975,00;6.500,00;9.150,00;4.512,50;5.650,00;1.310,00;5.550,00;5.000,00;2.040,00;11.225,00;6.650,00;7.175,00;8.950,00;10.450,00;27.525,00;1.965,00;1.080,00;3.400,00;1.375,00;2.850,00;7.000,00;2.040,00;3.880,00;1.030,00;2.040,00;25.400,00;4.050,00
26/07/2023;969,29;2.500,00;1.985,00;6.600,00;9.350,00;4.475,00;5.675,00;1.315,00;5.575,00;5.000,00;2.070,00;11.175,00;6.700,00;7.175,00;8.850,00;10.325,00;28.125,00;1.935,00;1.100,00;3.380,00;1.385,00;2.880,00;6.825,00;1.975,00;3.880,00;1.030,00;2.060,00;26.400,00;3.970,00
27/07/2023;959,27;2.450,00;1.970,00;6.525,00;9.225,00;4.450,00;5.650,00;1.310,00;5.625,00;4.980,00;2.070,00;11.175,00;6.650,00;7.250,00;8.925,00;10.200,00;28.025,00;1.905,00;1.090,00;3.380,00;1.365,00;2.830,00;6.675,00;1.910,00;3.720,00;1.020,00;2.070,00;26.375,00;3.840,00
28/07/2023;961,66;2.470,00;1.960,00;6.625,00;9.125,00;4.437,50;5.700,00;1.300,00;5.700,00;4.960,00;2.250,00;11.200,00;6.825,00;7.325,00;8.875,00;10.400,00;27.875,00;1.910,00;1.130,00;3.290,00;1.370,00;2.800,00;6.750,00;1.890,00;3.720,00;1.010,00;2.090,00;26.650,00;3.870,00
31/07/2023;965,62;2.410,00;1.985,00;6.850,00;9.125,00;4.437,50;5.650,00;1.315,00;5.725,00;5.175,00;2.270,00;11.200,00;6.875,00;7.325,00;9.150,00;10.425,00;27.200,00;1.915,00;1.130,00;3.510,00;1.365,00;2.770,00;6.975,00;1.930,00;3.720,00;1.015,00;2.120,00;27.525,00;3.850,00
01/08/2023;963,46;2.390,00;2.040,00;6.875,00;9.125,00;4.337,50;5.700,00;1.300,00;5.650,00;5.200,00;2.280,00;11.075,00;6.900,00;7.000,00;9.300,00;10.425,00;27.000,00;1.805,00;1.055,00;3.470,00;1.385,00;2.730,00;6.725,00;1.875,00;3.750,00;1.020,00;2.090,00;27.525,00;3.770,00
02/08/2023;960,14;2.370,00;2.010,00;6.850,00;9.200,00;4.437,50;5.700,00;1.290,00;5.700,00;5.100,00;2.290,00;11.175,00;6.875,00;7.050,00;9.075,00;10.575,00;26.625,00;1.795,00;1.095,00;3.440,00;1.380,00;2.740,00;6.825,00;1.900,00;3.690,00;975,00;2.060,00;26.725,00;3.690,00
03/08/2023;967,03;2.360,00;2.010,00;6.825,00;9.250,00;4.475,00;5.700,00;1.295,00;5.800,00;5.075,00;2.270,00;11.200,00;6.775,00;7.050,00;9.400,00;11.100,00;27.175,00;1.885,00;1.070,00;3.440,00;1.385,00;2.740,00;7.225,00;1.900,00;3.720,00;970,00;2.070,00;27.150,00;3.770,00
04/08/2023;958,97;2.400,00;2.020,00;6.800,00;9.150,00;4.500,00;5.575,00;1.290,00;5.775,00;5.025,00;2.270,00;11.250,00;6.775,00;7.050,00;9.275,00;11.100,00;27.225,00;1.875,00;1.055,00;3.430,00;1.390,00;2.780,00;7.075,00;1.950,00;3.690,00;965,00;2.080,00;27.325,00;3.740,00
07/08/2023;966,40;2.380,00;2.040,00;6.875,00;9.275,00;4.500,00;5.700,00;1.310,00;5.875,00;5.100,00;2.270,00;11.125,00;6.675,00;7.075,00;9.625,00;10.825,00;27.225,00;1.850,00;1.070,00;3.370,00;1.395,00;2.770,00;6.950,00;1.950,00;3.680,00;970,00;2.060,00;27.425,00;3.720,00
08/08/2023;961,86;2.370,00;2.010,00;6.850,00;9.200,00;4.462,50;5.625,00;1.305,00;5.900,00;5.125,00;2.330,00;11.150,00;6.525,00;7.000,00;9.550,00;10.725,00;27.475,00;1.855,00;1.045,00;3.370,00;1.400,00;2.770,00;6.850,00;1.955,00;3.730,00;950,00;2.070,00;27.525,00;3.750,00
09/08/2023;965,30;2.400,00;2.010,00;6.875,00;9.400,00;4.537,50;5.700,00;1.305,00;5.900,00;5.300,00;2.330,00;11.100,00;6.450,00;6.975,00;9.750,00;10.975,00;27.950,00;1.875,00;1.050,00;3.360,00;1.395,00;2.780,00;6.675,00;1.985,00;3.770,00;965,00;2.070,00;27.750,00;3.720,00
10/08/2023;966,48;2.410,00;1.990,00;6.750,00;9.400,00;4.550,00;5.700,00;1.295,00;5.975,00;5.250,00;2.330,00;11.450,00;6.375,00;7.075,00;9.800,00;11.000,00;28.375,00;1.845,00;1.070,00;3.280,00;1.400,00;2.790,00;6.650,00;1.970,00;3.800,00;980,00;2.090,00;27.600,00;3.680,00
11/08/2023;964,35;2.350,00;1.990,00;6.750,00;9.400,00;4.550,00;5.650,00;1.295,00;5.925,00;5.250,00;2.280,00;11.475,00;6.325,00;7.050,00;9.700,00;11.025,00;27.600,00;1.850,00;1.055,00;3.280,00;1.405,00;2.770,00;6.725,00;1.980,00;3.810,00;985,00;2.150,00;27.100,00;3.700,00
14/08/2023;968,66;2.390,00;2.000,00;6.800,00;9.350,00;4.600,00;5.650,00;1.300,00;5.950,00;5.325,00;2.240,00;11.400,00;6.400,00;7.050,00;9.950,00;11.275,00;28.075,00;1.850,00;1.030,00;3.260,00;1.390,00;2.780,00;6.850,00;2.000,00;3.830,00;985,00;2.170,00;27.450,00;3.730,00
15/08/2023;966,25;2.510,00;1.990,00;6.725,00;9.300,00;4.550,00;5.575,00;1.300,00;5.800,00;5.325,00;2.280,00;11.475,00;6.375,00;7.000,00;10.075,00;11.225,00;28.250,00;1.850,00;1.080,00;3.210,00;1.460,00;2.790,00;6.850,00;2.090,00;3.820,00;1.010,00;2.140,00;27.375,00;3.730,00
16/08/2023;963,91;2.520,00;1.960,00;6.750,00;9.300,00;4.550,00;5.525,00;1.300,00;5.800,00;5.275,00;2.350,00;11.675,00;6.150,00;7.100,00;9.750,00;11.250,00;28.200,00;1.870,00;1.080,00;3.180,00;1.485,00;2.770,00;6.925,00;2.090,00;3.830,00;1.000,00;2.170,00;27.500,00;3.730,00
18/08/2023;956,71;2.540,00;1.950,00;6.525,00;9.250,00;4.525,00;5.575,00;1.295,00;5.775,00;5.225,00;2.420,00;11.700,00;6.075,00;7.050,00;9.375,00;11.200,00;28.050,00;1.845,00;1.070,00;3.180,00;1.495,00;2.790,00;6.725,00;2.060,00;3.760,00;1.010,00;2.150,00;26.800,00;3.690,00
21/08/2023;953,74;2.620,00;1.950,00;6.475,00;9.175,00;4.562,50;5.500,00;1.280,00;5.825,00;5.225,00;2.400,00;11.675,00;6.025,00;7.000,00;9.075,00;11.000,00;28.225,00;1.845,00;1.090,00;3.270,00;1.490,00;2.800,00;6.700,00;2.050,00;3.740,00;1.010,00;2.160,00;27.075,00;3.710,00
22/08/2023;962,96;2.700,00;1.945,00;6.550,00;9.300,00;4.550,00;5.575,00;1.270,00;5.950,00;5.200,00;2.390,00;11.525,00;6.050,00;7.000,00;9.450,00;11.025,00;29.400,00;1.855,00;1.100,00;3.300,00;1.525,00;2.990,00;6.750,00;2.140,00;3.750,00;1.025,00;2.120,00;27.600,00;3.710,00
23/08/2023;960,13;2.700,00;1.955,00;6.550,00;9.300,00;4.537,50;5.600,00;1.270,00;5.850,00;5.125,00;2.400,00;11.500,00;5.975,00;7.075,00;9.325,00;11.075,00;29.600,00;1.810,00;1.105,00;3.250,00;1.500,00;3.020,00;6.725,00;2.100,00;3.740,00;1.005,00;2.150,00;27.875,00;3.750,00
24/08/2023;956,34;2.670,00;1.995,00;6.475,00;9.200,00;4.562,50;5.550,00;1.275,00;5.950,00;5.125,00;2.380,00;11.350,00;5.975,00;7.025,00;9.400,00;11.150,00;29.150,00;1.810,00;1.085,00;3.200,00;1.450,00;2.950,00;6.875,00;2.070,00;3.720,00;995,00;2.200,00;26.700,00;3.720,00
25/08/2023;956,72;2.590,00;1.990,00;6.450,00;9.275,00;4.550,00;5.600,00;1.265,00;5.900,00;5.150,00;2.380,00;11.425,00;5.950,00;7.125,00;9.300,00;11.300,00;28.700,00;1.810,00;1.070,00;3.220,00;1.450,00;2.910,00;6.875,00;2.080,00;3.720,00;1.020,00;2.160,00;26.050,00;3.760,00
28/08/2023;958,28;2.680,00;1.995,00;6.425,00;9.200,00;4.550,00;5.550,00;1.275,00;6.000,00;5.225,00;2.460,00;11.300,00;5.975,00;7.100,00;9.475,00;11.150,00;29.225,00;1.805,00;1.050,00;3.180,00;1.455,00;2.970,00;6.850,00;2.100,00;3.700,00;1.015,00;2.160,00;26.400,00;3.780,00
29/08/2023;964,03;2.680,00;1.995,00;6.400,00;9.250,00;4.575,00;5.600,00;1.270,00;5.950,00;5.325,00;2.490,00;11.375,00;6.000,00;7.150,00;9.500,00;11.125,00;29.050,00;1.860,00;1.040,00;3.190,00;1.460,00;2.960,00;6.875,00;2.100,00;3.720,00;1.010,00;2.180,00;26.350,00;3.760,00
30/08/2023;963,92;2.690,00;1.995,00;6.450,00;9.200,00;4.600,00;5.525,00;1.270,00;5.975,00;5.200,00;2.560,00;11.250,00;5.950,00;7.050,00;9.350,00;10.900,00;29.175,00;1.845,00;1.075,00;3.380,00;1.395,00;2.910,00;6.875,00;2.100,00;3.810,00;1.050,00;2.170,00;26.150,00;3.740,00
31/08/2023;962,25;2.670,00;1.990,00;6.450,00;9.175,00;4.587,50;5.550,00;1.255,00;6.025,00;5.175,00;2.500,00;11.200,00;5.900,00;7.100,00;9.100,00;10.700,00;28.925,00;1.815,00;1.070,00;3.380,00;1.375,00;2.860,00;6.800,00;2.100,00;3.730,00;1.030,00;2.180,00;26.000,00;3.670,00
01/09/2023;966,96;2.680,00;1.955,00;6.550,00;9.225,00;4.587,50;5.575,00;1.250,00;6.075,00;5.125,00;2.440,00;11.200,00;5.925,00;7.000,00;9.175,00;10.600,00;29.200,00;1.775,00;1.290,00;3.390,00;1.355,00;2.880,00;6.800,00;2.030,00;3.720,00;1.030,00;2.150,00;26.350,00;3.660,00
04/09/2023;969,92;2.740,00;1.950,00;6.600,00;9.225,00;4.725,00;5.625,00;1.255,00;6.100,00;5.000,00;2.450,00;11.200,00;5.975,00;6.900,00;9.250,00;10.600,00;30.975,00;1.785,00;1.290,00;3.410,00;1.350,00;2.920,00;6.775,00;2.070,00;3.730,00;1.035,00;2.110,00;26.825,00;3.660,00
05/09/2023;968,67;2.740,00;1.950,00;6.600,00;9.225,00;4.812,50;5.625,00;1.250,00;6.100,00;5.025,00;2.490,00;11.175,00;6.000,00;6.850,00;9.250,00;10.700,00;30.925,00;1.770,00;1.255,00;3.440,00;1.350,00;2.930,00;6.975,00;2.050,00;3.740,00;1.035,00;2.050,00;27.200,00;3.620,00
06/09/2023;967,19;2.870,00;1.945,00;6.525,00;9.150,00;4.787,50;5.575,00;1.245,00;6.050,00;5.000,00;2.480,00;11.050,00;6.000,00;6.875,00;9.175,00;10.775,00;31.100,00;1.740,00;1.380,00;3.450,00;1.390,00;2.990,00;6.875,00;2.060,00;3.790,00;1.035,00;2.010,00;27.400,00;3.650,00
07/09/2023;959,47;2.880,00;1.955,00;6.400,00;9.175,00;4.750,00;5.450,00;1.240,00;5.875,00;5.025,00;2.280,00;11.200,00;6.000,00;6.950,00;9.475,00;10.700,00;30.750,00;1.705,00;1.320,00;3.390,00;1.355,00;2.920,00;6.875,00;2.100,00;3.760,00;1.040,00;2.030,00;27.150,00;3.630,00
08/09/2023;952,38;2.890,00;1.945,00;6.400,00;9.125,00;4.687,50;5.350,00;1.250,00;5.900,00;4.910,00;2.340,00;11.125,00;5.875,00;6.925,00;9.450,00;10.825,00;30.750,00;1.720,00;1.330,00;3.210,00;1.355,00;2.930,00;6.925,00;2.100,00;3.690,00;1.045,00;2.000,00;27.300,00;3.610,00
11/09/2023;958,72;2.800,00;1.955,00;6.375,00;9.125,00;4.725,00;5.425,00;1.245,00;5.925,00;5.000,00;2.390,00;11.175,00;5.875,00;6.950,00;10.200,00;11.025,00;30.375,00;1.860,00;1.355,00;3.180,00;1.355,00;2.880,00;7.100,00;2.100,00;3.700,00;1.070,00;2.060,00;26.900,00;3.650,00
12/09/2023;953,46;2.810,00;1.945,00;6.300,00;9.100,00;4.650,00;5.375,00;1.240,00;5.875,00;4.990,00;2.350,00;11.200,00;5.875,00;6.850,00;10.200,00;10.825,00;28.100,00;1.820,00;1.490,00;3.140,00;1.345,00;2.870,00;7.025,00;2.070,00;3.710,00;1.045,00;2.070,00;27.075,00;3.620,00
13/09/2023;954,23;2.860,00;1.915,00;6.300,00;9.075,00;4.675,00;5.400,00;1.240,00;5.850,00;5.000,00;2.380,00;11.200,00;5.800,00;6.900,00;10.575,00;11.000,00;28.425,00;1.785,00;1.545,00;3.140,00;1.435,00;2.830,00;6.975,00;2.050,00;3.710,00;1.040,00;2.130,00;27.175,00;3.590,00
14/09/2023;955,61;2.910,00;1.900,00;6.325,00;9.100,00;4.725,00;5.425,00;1.230,00;5.825,00;5.025,00;2.390,00;11.000,00;5.850,00;6.700,00;10.500,00;10.900,00;29.350,00;1.785,00;1.555,00;3.150,00;1.405,00;2.890,00;7.000,00;2.030,00;3.680,00;1.025,00;2.260,00;27.400,00;3.560,00
15/09/2023;961,20;2.840,00;1.900,00;6.300,00;9.000,00;4.737,50;5.375,00;1.220,00;5.925,00;5.075,00;2.350,00;10.975,00;5.900,00;6.750,00;10.575,00;10.750,00;29.000,00;1.765,00;1.630,00;3.150,00;1.380,00;2.850,00;7.000,00;2.020,00;3.720,00;1.020,00;2.570,00;28.425,00;3.500,00
18/09/2023;955,85;2.840,00;1.845,00;6.300,00;9.000,00;4.675,00;5.325,00;1.220,00;5.900,00;4.950,00;2.330,00;10.850,00;5.900,00;6.600,00;10.500,00;10.250,00;28.675,00;1.815,00;1.605,00;3.100,00;1.390,00;2.840,00;6.875,00;2.050,00;3.680,00;1.020,00;2.650,00;28.100,00;3.470,00
19/09/2023;965,04;2.900,00;1.840,00;6.350,00;9.075,00;4.725,00;5.375,00;1.235,00;6.000,00;4.900,00;2.300,00;10.825,00;5.750,00;6.675,00;11.150,00;10.350,00;29.000,00;1.790,00;1.665,00;3.290,00;1.385,00;2.880,00;6.850,00;2.030,00;3.730,00;1.025,00;2.690,00;28.325,00;3.580,00
20/09/2023;970,43;2.960,00;1.860,00;6.300,00;9.150,00;4.787,50;5.375,00;1.235,00;6.075,00;4.910,00;2.340,00;10.850,00;5.725,00;6.800,00;10.925,00;10.125,00;29.000,00;1.750,00;1.570,00;3.260,00;1.390,00;2.870,00;6.875,00;2.050,00;3.810,00;1.000,00;2.730,00;28.500,00;3.630,00
21/09/2023;966,66;2.950,00;1.835,00;6.200,00;9.125,00;4.800,00;5.350,00;1.230,00;6.000,00;4.950,00;2.350,00;11.200,00;5.675,00;6.700,00;10.925,00;10.250,00;28.775,00;1.815,00;1.515,00;3.210,00;1.375,00;2.820,00;6.900,00;2.040,00;3.810,00;995,00;2.750,00;28.325,00;3.770,00
22/09/2023;968,15;2.950,00;1.850,00;6.200,00;9.075,00;4.875,00;5.350,00;1.230,00;6.000,00;4.970,00;2.430,00;11.350,00;5.700,00;6.775,00;11.500,00;10.100,00;28.900,00;1.780,00;1.600,00;3.240,00;1.380,00;2.860,00;6.850,00;2.050,00;3.860,00;985,00;2.620,00;28.350,00;3.850,00
25/09/2023;962,61;2.950,00;1.850,00;6.250,00;9.000,00;5.025,00;5.300,00;1.230,00;6.000,00;4.970,00;2.380,00;11.250,00;5.675,00;6.775,00;11.550,00;10.025,00;29.075,00;1.775,00;1.640,00;3.110,00;1.385,00;2.850,00;6.650,00;2.000,00;3.770,00;965,00;2.620,00;28.250,00;3.820,00
