"                   Perusahaan
Tanggal";LQ45;ADROJK;ANTM;ASII;BBCA;BBNI;BBRI;BBTN;BMRI;CPINJK;EXCLJK;ICBPJK;INCOJK;INDFJK;INKPJK;INTPJK;ITMGJK;KLBFJK;MEDCJK;MDKAJK;PGASJK;PTBAJK;SMGRJK;TBIGJK;TLKMJK;TOWRJK;TPIAJK;UNTRJK;UNVRJK
31/05/2021;888,65;1.190,00;2.450,00;5.250,00;6.375,00;2.700,00;3.872,66;1.452,54;3.000,00;6.750,00;2.460,00;8.200,00;4.730,00;6.350,00;8.500,00;12.100,00;12.925,00;1.450,00;690,00;2.634,12;1.115,00;2.210,00;9.673,09;2.590,00;3.440,00;1.175,00;1.981,25;22.550,00;5.850,00
02/06/2021;904,24;1.260,00;2.550,00;5.325,00;6.465,00;2.775,00;3.872,66;1.456,98;3.050,00;6.825,00;2.580,00;8.225,00;4.800,00;6.450,00;8.700,00;12.350,00;14.150,00;1.445,00;695,00;2.682,90;1.200,00;2.350,00;10.396,08;2.810,00;3.450,00;1.205,00;1.981,25;23.775,00;5.850,00
03/06/2021;919,11;1.250,00;2.520,00;5.350,00;6.600,00;2.875,00;3.963,57;1.461,42;3.125,00;7.200,00;2.560,00;8.700,00;4.860,00;6.675,00;9.150,00;12.550,00;14.050,00;1.500,00;695,00;2.653,64;1.180,00;2.320,00;10.520,73;2.840,00;3.490,00;1.270,00;1.943,75;23.650,00;5.775,00
04/06/2021;909,49;1.230,00;2.430,00;5.225,00;6.580,00;2.812,50;3.945,39;1.456,98;3.062,50;7.050,00;2.550,00;8.450,00;4.720,00;6.575,00;8.900,00;12.375,00;14.100,00;1.485,00;695,00;2.536,56;1.170,00;2.280,00;10.346,21;2.900,00;3.500,00;1.260,00;1.956,25;23.525,00;5.650,00
07/06/2021;906,49;1.205,00;2.380,00;5.250,00;6.530,00;2.762,50;3.863,57;1.425,89;3.062,50;7.100,00;2.590,00;8.350,00;4.610,00;6.575,00;8.925,00;12.300,00;13.750,00;1.495,00;680,00;2.634,12;1.160,00;2.220,00;10.371,15;2.950,00;3.550,00;1.270,00;1.937,50;22.975,00;5.625,00
08/06/2021;894,84;1.210,00;2.350,00;5.275,00;6.430,00;2.762,50;3.818,12;1.421,45;3.000,00;7.200,00;2.430,00;8.175,00;4.600,00;6.375,00;8.625,00;11.900,00;14.225,00;1.450,00;670,00;2.614,61;1.125,00;2.190,00;10.146,77;3.090,00;3.500,00;1.235,00;1.925,00;23.425,00;5.475,00
09/06/2021;898,91;1.215,00;2.460,00;5.325,00;6.530,00;2.812,50;3.836,30;1.425,89;3.075,00;7.300,00;2.470,00;8.150,00;4.800,00;6.275,00;8.525,00;11.675,00;14.175,00;1.440,00;730,00;2.780,46;1.120,00;2.220,00;10.371,15;3.250,00;3.390,00;1.235,00;2.018,75;23.375,00;5.300,00
10/06/2021;905,42;1.210,00;2.420,00;5.400,00;6.620,00;2.837,50;3.909,02;1.412,56;3.100,00;7.000,00;2.570,00;8.150,00;4.730,00;6.250,00;8.500,00;11.650,00;14.100,00;1.440,00;725,00;2.751,20;1.150,00;2.200,00;10.296,35;3.070,00;3.480,00;1.245,00;2.018,75;22.600,00;5.300,00
11/06/2021;901,64;1.315,00;2.480,00;5.275,00;6.470,00;2.837,50;3.890,84;1.421,45;3.137,50;6.900,00;2.570,00;8.175,00;4.840,00;6.275,00;8.350,00;11.375,00;14.900,00;1.450,00;735,00;2.721,93;1.215,00;2.290,00;10.296,35;2.990,00;3.470,00;1.230,00;2.000,00;22.975,00;5.350,00
14/06/2021;895,89;1.325,00;2.410,00;5.175,00;6.410,00;2.775,00;3.954,48;1.394,79;3.137,50;6.575,00;2.480,00;8.150,00;4.850,00;6.275,00;8.175,00;11.375,00;15.025,00;1.435,00;750,00;2.780,46;1.165,00;2.290,00;10.146,77;3.040,00;3.410,00;1.225,00;2.075,00;22.500,00;5.250,00
15/06/2021;895,20;1.310,00;2.360,00;5.150,00;6.470,00;2.762,50;3.845,39;1.381,47;3.162,50;6.675,00;2.500,00;8.150,00;4.790,00;6.250,00;8.250,00;11.175,00;15.175,00;1.450,00;735,00;2.819,49;1.160,00;2.240,00;10.171,70;3.170,00;3.440,00;1.220,00;2.331,25;22.050,00;5.175,00
16/06/2021;885,11;1.395,00;2.320,00;5.150,00;6.385,00;2.687,50;3.645,39;1.381,47;3.137,50;6.425,00;2.660,00;8.175,00;4.630,00;6.275,00;8.700,00;11.225,00;15.200,00;1.425,00;740,00;2.839,00;1.135,00;2.260,00;10.171,70;3.120,00;3.410,00;1.220,00;2.356,25;22.650,00;5.200,00
17/06/2021;877,52;1.355,00;2.330,00;5.100,00;6.330,00;2.625,00;3.663,57;1.368,14;3.100,00;6.400,00;2.590,00;8.125,00;4.570,00;6.250,00;8.225,00;11.025,00;15.050,00;1.405,00;720,00;3.004,85;1.105,00;2.200,00;9.872,53;3.210,00;3.350,00;1.185,00;2.393,75;22.000,00;5.075,00
18/06/2021;863,16;1.310,00;2.230,00;5.000,00;6.325,00;2.470,00;3.554,48;1.305,95;3.100,00;6.375,00;2.580,00;7.750,00;4.310,00;5.975,00;7.800,00;11.000,00;14.600,00;1.360,00;670,00;2.799,98;1.060,00;2.120,00;9.872,53;3.110,00;3.350,00;1.220,00;2.362,50;22.775,00;4.900,00
21/06/2021;858,94;1.285,00;2.200,00;4.920,00;6.250,00;2.485,00;3.581,76;1.252,65;3.012,50;6.325,00;2.700,00;7.925,00;4.310,00;6.025,00;7.750,00;10.825,00;14.400,00;1.480,00;670,00;2.819,49;1.055,00;2.080,00;9.972,25;3.190,00;3.300,00;1.185,00;2.356,25;21.600,00;5.100,00
22/06/2021;868,47;1.290,00;2.260,00;4.920,00;6.340,00;2.475,00;3.672,66;1.292,63;3.087,50;6.225,00;2.780,00;8.050,00;4.420,00;6.175,00;8.025,00;10.825,00;14.675,00;1.420,00;690,00;2.878,02;1.055,00;2.100,00;9.673,09;3.220,00;3.300,00;1.205,00;2.443,75;21.625,00;5.050,00
23/06/2021;859,61;1.260,00;2.250,00;4.930,00;6.230,00;2.425,00;3.581,76;1.265,97;3.012,50;6.300,00;2.750,00;7.975,00;4.350,00;6.025,00;7.775,00;11.000,00;14.375,00;1.360,00;675,00;2.829,24;1.045,00;2.050,00;9.673,09;3.250,00;3.370,00;1.240,00;2.487,50;21.100,00;4.990,00
24/06/2021;854,70;1.245,00;2.250,00;4.940,00;6.210,00;2.410,00;3.627,21;1.257,09;2.987,50;6.150,00;2.730,00;8.025,00;4.350,00;5.975,00;7.650,00;11.000,00;14.350,00;1.370,00;670,00;2.790,22;1.020,00;2.030,00;9.698,02;3.180,00;3.250,00;1.245,00;2.487,50;21.300,00;4.960,00
25/06/2021;853,85;1.285,00;2.300,00;4.920,00;6.190,00;2.380,00;3.627,21;1.226,00;2.950,00;6.100,00;2.730,00;8.025,00;4.540,00;6.050,00;7.725,00;10.875,00;14.600,00;1.355,00;675,00;2.819,49;1.035,00;2.030,00;9.698,02;3.160,00;3.250,00;1.230,00;2.512,50;21.350,00;5.000,00
28/06/2021;835,50;1.235,00;2.240,00;4.710,00;6.055,00;2.290,00;3.572,67;1.186,02;2.850,00;6.025,00;2.630,00;7.975,00;4.510,00;6.000,00;7.450,00;10.450,00;14.375,00;1.375,00;650,00;2.809,73;990,00;2.010,00;9.299,13;3.130,00;3.170,00;1.235,00;2.437,50;20.400,00;5.025,00
29/06/2021;839,00;1.215,00;2.220,00;4.840,00;6.045,00;2.290,00;3.545,39;1.181,58;2.887,50;6.300,00;2.630,00;8.250,00;4.550,00;6.225,00;7.325,00;10.525,00;13.800,00;1.375,00;645,00;2.790,22;1.000,00;2.000,00;9.548,43;3.140,00;3.160,00;1.240,00;2.431,25;20.250,00;5.000,00
30/06/2021;844,85;1.205,00;2.300,00;4.940,00;6.025,00;2.315,00;3.581,76;1.217,11;2.950,00;6.250,00;2.670,00;8.150,00;4.610,00;6.175,00;7.450,00;10.300,00;14.200,00;1.400,00;640,00;2.868,27;1.005,00;2.000,00;9.473,64;3.210,00;3.150,00;1.240,00;2.456,25;20.250,00;4.950,00
01/07/2021;847,12;1.205,00;2.230,00;5.025,00;6.025,00;2.350,00;3.581,76;1.208,23;2.987,50;6.300,00;2.640,00;8.500,00;4.560,00;6.550,00;7.550,00;10.450,00;13.975,00;1.400,00;620,00;2.858,51;1.010,00;2.010,00;9.373,92;3.190,00;3.110,00;1.235,00;2.462,50;20.325,00;5.225,00
02/07/2021;851,52;1.260,00;2.220,00;5.000,00;6.100,00;2.415,00;3.627,21;1.226,00;2.975,00;6.425,00;2.630,00;8.425,00;4.530,00;6.575,00;7.700,00;10.500,00;14.275,00;1.400,00;630,00;2.858,51;1.035,00;2.100,00;9.274,20;3.140,00;3.070,00;1.245,00;2.437,50;20.400,00;5.150,00
05/07/2021;842,90;1.235,00;2.240,00;4.940,00;6.110,00;2.360,00;3.545,39;1.203,79;2.925,00;6.400,00;2.550,00;8.225,00;4.740,00;6.450,00;7.500,00;10.175,00;14.000,00;1.390,00;615,00;2.839,00;1.025,00;2.060,00;9.174,47;3.400,00;3.040,00;1.290,00;2.387,50;20.225,00;4.950,00
06/07/2021;846,96;1.290,00;2.480,00;4.900,00;6.055,00;2.355,00;3.536,30;1.199,34;2.887,50;6.625,00;2.590,00;8.400,00;4.930,00;6.450,00;7.550,00;10.600,00;15.475,00;1.370,00;645,00;3.053,63;1.040,00;2.150,00;9.274,20;3.380,00;3.010,00;1.340,00;2.387,50;20.750,00;5.000,00
07/07/2021;841,86;1.250,00;2.460,00;4.900,00;6.065,00;2.365,00;3.472,67;1.194,90;2.875,00;6.700,00;2.600,00;8.450,00;4.950,00;6.450,00;7.425,00;10.325,00;15.125,00;1.355,00;625,00;2.936,56;1.030,00;2.100,00;8.925,17;3.300,00;3.030,00;1.325,00;2.456,25;20.375,00;4.930,00
08/07/2021;839,92;1.220,00;2.550,00;4.880,00;6.015,00;2.380,00;3.518,12;1.194,90;2.950,00;6.400,00;2.560,00;8.475,00;4.980,00;6.425,00;7.275,00;10.375,00;14.750,00;1.325,00;600,00;2.975,58;1.010,00;2.070,00;8.825,45;3.300,00;3.010,00;1.330,00;2.450,00;20.050,00;4.860,00
09/07/2021;840,34;1.250,00;2.590,00;4.910,00;6.020,00;2.320,00;3.454,49;1.186,02;2.887,50;6.325,00;2.600,00;8.550,00;5.200,00;6.475,00;7.200,00;10.650,00;14.850,00;1.320,00;595,00;2.907,29;1.015,00;2.130,00;8.875,31;3.240,00;3.160,00;1.325,00;2.481,25;19.500,00;4.890,00
12/07/2021;844,40;1.235,00;2.550,00;4.920,00;6.170,00;2.350,00;3.418,12;1.150,48;2.900,00;6.575,00;2.610,00;8.825,00;5.200,00;6.600,00;7.400,00;10.675,00;14.825,00;1.335,00;590,00;2.878,02;1.010,00;2.120,00;8.775,58;3.320,00;3.130,00;1.325,00;2.500,00;19.475,00;5.025,00
13/07/2021;835,73;1.230,00;2.540,00;4.900,00;6.045,00;2.335,00;3.436,30;1.132,71;2.887,50;6.400,00;2.440,00;8.950,00;5.175,00;6.625,00;7.200,00;10.550,00;14.350,00;1.330,00;580,00;2.868,27;995,00;2.080,00;8.576,14;3.210,00;3.070,00;1.315,00;2.468,75;19.025,00;5.100,00
14/07/2021;827,80;1.220,00;2.590,00;4.730,00;5.990,00;2.290,00;3.372,67;1.092,74;2.850,00;6.400,00;2.490,00;8.700,00;5.250,00;6.625,00;7.025,00;10.375,00;14.900,00;1.365,00;580,00;2.897,54;975,00;2.070,00;8.501,35;3.300,00;3.060,00;1.350,00;2.462,50;18.600,00;5.100,00
15/07/2021;841,20;1.225,00;2.610,00;4.810,00;6.115,00;2.360,00;3.463,58;1.141,60;2.937,50;6.400,00;2.480,00;8.675,00;5.225,00;6.675,00;7.125,00;10.375,00;15.050,00;1.365,00;570,00;2.975,58;1.000,00;2.100,00;8.451,49;3.290,00;3.130,00;1.335,00;2.437,50;19.225,00;5.150,00
16/07/2021;847,15;1.240,00;2.620,00;4.880,00;6.110,00;2.405,00;3.490,85;1.168,25;2.937,50;6.400,00;2.490,00;8.575,00;5.350,00;6.625,00;7.375,00;10.700,00;15.250,00;1.390,00;570,00;2.946,32;1.010,00;2.130,00;8.825,45;3.280,00;3.170,00;1.360,00;2.393,75;19.300,00;5.150,00
19/07/2021;837,93;1.250,00;2.640,00;4.780,00;6.005,00;2.410,00;3.436,30;1.146,04;2.875,00;6.450,00;2.470,00;8.500,00;5.350,00;6.650,00;7.675,00;10.200,00;15.475,00;1.390,00;555,00;2.858,51;1.000,00;2.140,00;8.576,14;3.200,00;3.220,00;1.350,00;2.275,00;19.100,00;5.075,00
21/07/2021;841,42;1.240,00;2.560,00;4.870,00;6.010,00;2.450,00;3.472,67;1.172,69;2.962,50;6.450,00;2.470,00;8.500,00;5.250,00;6.525,00;7.675,00;10.500,00;15.350,00;1.350,00;530,00;2.770,71;1.035,00;2.130,00;8.825,45;3.110,00;3.210,00;1.350,00;2.225,00;19.050,00;5.125,00
22/07/2021;857,04;1.335,00;2.570,00;4.980,00;6.155,00;2.575,00;3.545,39;1.212,67;3.025,00;6.450,00;2.510,00;8.825,00;5.300,00;6.525,00;7.900,00;10.400,00;16.450,00;1.355,00;540,00;2.819,49;1.065,00;2.250,00;8.850,38;3.110,00;3.260,00;1.310,00;2.218,75;20.125,00;5.025,00
23/07/2021;845,71;1.305,00;2.620,00;4.950,00;6.035,00;2.537,50;3.518,12;1.203,79;2.987,50;6.225,00;2.450,00;8.650,00;5.375,00;6.475,00;7.675,00;10.275,00;16.300,00;1.345,00;535,00;2.858,51;1.065,00;2.220,00;8.675,86;3.180,00;3.170,00;1.330,00;2.187,50;19.750,00;4.800,00
26/07/2021;841,82;1.280,00;2.630,00;4.770,00;6.005,00;2.525,00;3.481,76;1.203,79;2.900,00;6.300,00;2.410,00;8.725,00;5.425,00;6.500,00;7.425,00;10.150,00;16.025,00;1.345,00;510,00;2.790,22;1.040,00;2.240,00;8.526,28;3.150,00;3.190,00;1.590,00;2.187,50;20.200,00;4.700,00
27/07/2021;837,82;1.275,00;2.530,00;4.760,00;6.005,00;2.512,50;3.454,49;1.190,46;2.912,50;6.250,00;2.430,00;8.500,00;5.300,00;6.575,00;7.525,00;9.900,00;16.000,00;1.340,00;510,00;2.760,95;1.030,00;2.230,00;8.351,76;3.100,00;3.270,00;1.525,00;2.200,00;20.000,00;4.500,00
28/07/2021;830,70;1.270,00;2.520,00;4.710,00;5.980,00;2.480,00;3.390,85;1.163,81;2.950,00;6.325,00;2.400,00;8.500,00;5.325,00;6.500,00;7.250,00;9.550,00;16.750,00;1.315,00;510,00;2.809,73;1.005,00;2.210,00;8.177,25;3.170,00;3.190,00;1.525,00;2.212,50;19.775,00;4.450,00
29/07/2021;832,75;1.325,00;2.590,00;4.650,00;6.040,00;2.465,00;3.427,21;1.199,34;2.875,00;6.375,00;2.540,00;8.350,00;5.400,00;6.375,00;7.125,00;9.200,00;17.050,00;1.295,00;510,00;2.897,54;1.005,00;2.240,00;8.002,73;3.160,00;3.230,00;1.485,00;2.268,75;19.750,00;4.330,00
30/07/2021;823,04;1.335,00;2.520,00;4.720,00;5.970,00;2.390,00;3.372,67;1.168,25;2.850,00;6.125,00;2.690,00;8.125,00;5.500,00;6.075,00;6.800,00;8.800,00;16.950,00;1.260,00;488,00;2.887,78;975,00;2.230,00;7.678,64;3.210,00;3.240,00;1.465,00;2.350,00;19.550,00;4.220,00
02/08/2021;830,15;1.370,00;2.510,00;4.820,00;5.960,00;2.410,00;3.399,94;1.141,60;2.837,50;6.425,00;2.650,00;8.125,00;5.400,00;6.175,00;6.850,00;9.225,00;16.950,00;1.305,00;480,00;2.819,49;990,00;2.240,00;7.778,36;3.190,00;3.310,00;1.405,00;2.325,00;19.300,00;4.400,00
03/08/2021;838,54;1.350,00;2.470,00;4.940,00;6.145,00;2.475,00;3.409,03;1.168,25;2.887,50;6.300,00;2.660,00;8.225,00;5.200,00;6.125,00;6.850,00;9.850,00;16.925,00;1.315,00;468,00;2.839,00;1.010,00;2.220,00;8.276,97;3.180,00;3.330,00;1.405,00;2.337,50;19.150,00;4.380,00
04/08/2021;843,46;1.360,00;2.420,00;4.900,00;6.120,00;2.525,00;3.499,94;1.190,46;2.912,50;6.400,00;2.670,00;8.175,00;5.125,00;6.175,00;7.000,00;10.000,00;16.750,00;1.305,00;498,00;2.799,98;1.025,00;2.260,00;8.426,56;3.210,00;3.370,00;1.380,00;2.356,25;18.925,00;4.330,00
05/08/2021;853,01;1.300,00;2.370,00;4.890,00;6.300,00;2.600,00;3.681,75;1.265,97;3.025,00;6.250,00;2.610,00;8.150,00;4.940,00;6.200,00;6.850,00;9.925,00;16.125,00;1.295,00;478,00;2.760,95;1.015,00;2.190,00;8.376,69;3.150,00;3.340,00;1.350,00;2.337,50;18.900,00;4.440,00
06/08/2021;844,14;1.290,00;2.330,00;4.940,00;6.160,00;2.562,50;3.572,67;1.234,88;2.987,50;6.200,00;2.590,00;8.275,00;4.960,00;6.225,00;7.000,00;10.150,00;16.175,00;1.270,00;488,00;2.624,37;1.025,00;2.220,00;8.426,56;3.130,00;3.320,00;1.340,00;2.343,75;18.900,00;4.420,00
09/08/2021;831,75;1.300,00;2.260,00;4.860,00;6.200,00;2.490,00;3.499,94;1.212,67;2.900,00;6.175,00;2.560,00;8.150,00;4.940,00;6.150,00;6.725,00;10.075,00;16.550,00;1.240,00;478,00;2.556,08;1.010,00;2.210,00;8.326,83;3.080,00;3.250,00;1.320,00;2.300,00;18.700,00;4.310,00
10/08/2021;832,33;1.340,00;2.340,00;4.910,00;6.300,00;2.495,00;3.472,67;1.221,55;2.900,00;6.125,00;2.540,00;8.050,00;4.950,00;6.125,00;6.725,00;10.150,00;17.100,00;1.305,00;484,00;2.517,05;1.005,00;2.250,00;8.451,49;2.970,00;3.230,00;1.285,00;2.300,00;19.000,00;4.250,00
12/08/2021;845,84;1.410,00;2.400,00;4.940,00;6.300,00;2.537,50;3.463,58;1.217,11;2.962,50;6.125,00;2.610,00;8.075,00;5.100,00;6.200,00;6.725,00;10.550,00;17.300,00;1.290,00;486,00;2.721,93;1.020,00;2.370,00;8.750,65;3.000,00;3.350,00;1.315,00;2.287,50;20.700,00;4.210,00
13/08/2021;851,39;1.385,00;2.380,00;5.025,00;6.410,00;2.550,00;3.518,12;1.217,11;3.000,00;6.300,00;2.570,00;8.200,00;5.100,00;6.225,00;6.700,00;10.650,00;17.100,00;1.300,00;482,00;2.751,20;1.025,00;2.340,00;8.850,38;3.030,00;3.300,00;1.315,00;2.312,50;20.650,00;4.250,00
16/08/2021;852,85;1.365,00;2.390,00;5.075,00;6.420,00;2.575,00;3.572,67;1.221,55;2.987,50;6.325,00;2.590,00;8.250,00;5.100,00;6.350,00;6.425,00;10.750,00;17.350,00;1.300,00;462,00;2.653,64;1.040,00;2.330,00;9.024,89;2.970,00;3.340,00;1.315,00;2.256,25;20.175,00;4.150,00
18/08/2021;869,92;1.340,00;2.400,00;5.225,00;6.600,00;2.712,50;3.699,94;1.265,97;3.025,00;6.450,00;2.680,00;8.350,00;5.075,00;6.400,00;6.400,00;11.200,00;16.400,00;1.310,00;454,00;2.634,12;1.025,00;2.250,00;9.398,85;2.990,00;3.420,00;1.295,00;2.275,00;19.725,00;4.230,00
19/08/2021;850,74;1.295,00;2.270,00;5.150,00;6.600,00;2.650,00;3.527,21;1.217,11;2.925,00;6.500,00;2.600,00;8.150,00;4.970,00;6.250,00;6.250,00;11.025,00;16.000,00;1.250,00;434,00;2.604,86;1.000,00;2.150,00;9.074,75;2.960,00;3.390,00;1.270,00;2.237,50;19.300,00;4.110,00
20/08/2021;855,04;1.265,00;2.280,00;5.100,00;6.600,00;2.712,50;3.572,67;1.239,32;2.950,00;6.500,00;2.700,00;8.150,00;4.890,00;6.175,00;6.275,00;11.100,00;15.800,00;1.295,00;450,00;2.575,59;1.000,00;2.110,00;9.348,99;3.190,00;3.400,00;1.295,00;2.243,75;19.000,00;4.070,00
23/08/2021;863,83;1.315,00;2.290,00;5.100,00;6.590,00;2.675,00;3.599,94;1.270,42;2.987,50;6.575,00;2.730,00;8.225,00;5.000,00;6.225,00;6.350,00;11.400,00;16.050,00;1.300,00;515,00;2.663,39;1.055,00;2.100,00;9.523,50;3.220,00;3.440,00;1.345,00;2.212,50;19.025,00;4.060,00
24/08/2021;855,97;1.260,00;2.270,00;5.075,00;6.600,00;2.662,50;3.536,30;1.248,21;2.912,50;6.600,00;2.640,00;8.200,00;4.970,00;6.300,00;6.875,00;11.050,00;15.300,00;1.295,00;480,00;2.634,12;1.040,00;2.080,00;9.348,99;3.110,00;3.400,00;1.320,00;2.150,00;18.825,00;4.080,00
25/08/2021;858,17;1.255,00;2.300,00;5.150,00;6.600,00;2.625,00;3.536,30;1.243,76;2.975,00;6.600,00;2.680,00;8.225,00;5.000,00;6.325,00;6.800,00;11.250,00;15.400,00;1.340,00;498,00;2.634,12;1.030,00;2.090,00;9.398,85;3.070,00;3.370,00;1.320,00;2.150,00;19.125,00;4.170,00
26/08/2021;850,21;1.280,00;2.270,00;5.100,00;6.560,00;2.612,50;3.518,12;1.234,88;2.912,50;6.575,00;2.660,00;8.225,00;4.950,00;6.275,00;6.800,00;10.975,00;15.450,00;1.345,00;484,00;2.634,12;1.015,00;2.100,00;8.750,65;2.960,00;3.360,00;1.300,00;2.143,75;19.275,00;4.090,00
27/08/2021;845,71;1.245,00;2.260,00;5.050,00;6.510,00;2.650,00;3.490,85;1.243,76;2.900,00;6.525,00;2.650,00;8.300,00;4.960,00;6.425,00;6.800,00;11.100,00;15.250,00;1.365,00;464,00;2.624,37;1.010,00;2.080,00;8.825,45;2.920,00;3.320,00;1.300,00;2.093,75;19.475,00;4.030,00
30/08/2021;866,95;1.300,00;2.310,00;5.275,00;6.565,00;2.700,00;3.581,76;1.261,53;2.975,00;6.600,00;2.670,00;8.600,00;5.075,00;6.525,00;7.450,00;11.400,00;15.800,00;1.395,00;482,00;2.741,44;1.030,00;2.110,00;9.099,68;3.060,00;3.400,00;1.345,00;2.162,50;20.000,00;4.130,00
31/08/2021;866,49;1.260,00;2.390,00;5.225,00;6.550,00;2.700,00;3.572,67;1.248,21;3.050,00;6.400,00;2.670,00;8.425,00;5.075,00;6.175,00;7.900,00;11.250,00;16.000,00;1.345,00;476,00;2.751,20;1.035,00;2.110,00;9.224,34;3.130,00;3.400,00;1.340,00;1.962,50;20.075,00;4.050,00
01/09/2021;860,51;1.320,00;2.390,00;5.175,00;6.565,00;2.662,50;3.536,30;1.248,21;3.000,00;6.325,00;2.670,00;8.400,00;5.025,00;6.350,00;7.775,00;11.100,00;16.250,00;1.365,00;476,00;2.721,93;1.040,00;2.180,00;8.999,96;3.020,00;3.340,00;1.350,00;1.918,75;20.050,00;4.100,00
02/09/2021;862,86;1.320,00;2.320,00;5.250,00;6.540,00;2.625,00;3.518,12;1.265,97;3.025,00;6.400,00;2.680,00;8.450,00;5.025,00;6.450,00;8.025,00;11.125,00;16.550,00;1.385,00;492,00;2.751,20;1.030,00;2.190,00;9.124,61;3.010,00;3.370,00;1.375,00;1.900,00;20.325,00;4.150,00
03/09/2021;873,92;1.355,00;2.350,00;5.350,00;6.600,00;2.725,00;3.572,67;1.274,86;3.062,50;6.425,00;2.660,00;8.475,00;5.100,00;6.525,00;8.000,00;11.100,00;16.925,00;1.440,00;500,00;2.731,68;1.060,00;2.290,00;9.174,47;3.070,00;3.390,00;1.390,00;1.887,50;21.375,00;4.240,00
06/09/2021;874,55;1.365,00;2.380,00;5.425,00;6.575,00;2.725,00;3.499,94;1.297,07;3.100,00;6.325,00;2.640,00;8.525,00;5.075,00;6.475,00;7.825,00;11.200,00;16.875,00;1.480,00;494,00;2.790,22;1.095,00;2.310,00;9.174,47;3.120,00;3.390,00;1.380,00;1.850,00;21.750,00;4.250,00
07/09/2021;871,38;1.345,00;2.350,00;5.350,00;6.570,00;2.700,00;3.554,48;1.279,30;3.125,00;6.275,00;2.640,00;8.425,00;5.025,00;6.250,00;7.625,00;10.950,00;16.975,00;1.460,00;494,00;2.751,20;1.080,00;2.280,00;8.900,24;3.040,00;3.380,00;1.345,00;1.781,25;21.550,00;4.250,00
08/09/2021;856,60;1.330,00;2.320,00;5.250,00;6.440,00;2.662,50;3.730,00;1.252,65;3.125,00;6.225,00;2.610,00;8.425,00;4.970,00;6.175,00;7.900,00;10.350,00;17.300,00;1.460,00;480,00;2.663,39;1.050,00;2.300,00;8.526,28;2.960,00;3.330,00;1.320,00;1.743,75;20.900,00;4.100,00
09/09/2021;871,85;1.365,00;2.440,00;5.450,00;6.570,00;2.700,00;3.730,00;1.257,09;3.175,00;6.600,00;2.650,00;8.525,00;5.100,00;6.275,00;7.900,00;10.700,00;17.300,00;1.490,00;476,00;2.702,42;1.045,00;2.340,00;8.725,72;3.000,00;3.390,00;1.390,00;1.712,50;21.800,00;4.100,00
10/09/2021;870,20;1.350,00;2.590,00;5.425,00;6.520,00;2.725,00;3.780,00;1.274,86;3.100,00;6.675,00;2.690,00;8.500,00;5.150,00;6.225,00;7.900,00;10.750,00;17.125,00;1.470,00;482,00;2.751,20;1.055,00;2.350,00;8.875,31;2.960,00;3.330,00;1.365,00;1.800,00;21.225,00;4.080,00
13/09/2021;865,54;1.340,00;2.520,00;5.450,00;6.555,00;2.700,00;3.700,00;1.279,30;3.075,00;6.600,00;2.710,00;8.425,00;5.075,00;6.225,00;7.850,00;10.550,00;17.450,00;1.470,00;492,00;2.741,44;1.050,00;2.330,00;8.875,31;2.910,00;3.350,00;1.365,00;1.762,50;20.875,00;4.040,00
14/09/2021;870,30;1.385,00;2.470,00;5.525,00;6.545,00;2.700,00;3.700,00;1.257,09;3.050,00;6.600,00;2.950,00;8.450,00;5.025,00;6.175,00;7.875,00;10.700,00;17.775,00;1.480,00;500,00;2.673,15;1.110,00;2.370,00;8.875,31;2.990,00;3.440,00;1.350,00;1.768,75;21.400,00;4.050,00
15/09/2021;866,13;1.390,00;2.490,00;5.400,00;6.495,00;2.675,00;3.660,00;1.239,32;3.062,50;6.600,00;3.000,00;8.375,00;4.960,00;6.250,00;7.525,00;10.625,00;18.000,00;1.490,00;510,00;2.653,64;1.100,00;2.410,00;8.875,31;2.990,00;3.450,00;1.350,00;1.750,00;21.650,00;4.040,00
16/09/2021;862,70;1.390,00;2.410,00;5.375,00;6.500,00;2.637,50;3.640,00;1.239,32;3.075,00;6.550,00;2.970,00;8.225,00;4.860,00;6.200,00;7.275,00;10.525,00;18.250,00;1.440,00;510,00;2.643,88;1.130,00;2.410,00;8.700,79;3.000,00;3.440,00;1.345,00;1.868,75;21.650,00;4.010,00
17/09/2021;862,44;1.335,00;2.400,00;5.425,00;6.520,00;2.650,00;3.610,00;1.239,32;3.025,00;6.750,00;3.000,00;8.150,00;4.850,00;6.200,00;7.225,00;10.400,00;17.825,00;1.450,00;490,00;2.653,64;1.095,00;2.320,00;8.650,93;2.990,00;3.530,00;1.345,00;1.862,50;20.500,00;3.950,00
20/09/2021;854,83;1.320,00;2.350,00;5.300,00;6.585,00;2.575,00;3.590,00;1.203,79;3.012,50;6.375,00;2.980,00;8.125,00;4.810,00;6.150,00;7.025,00;10.300,00;17.650,00;1.430,00;478,00;2.643,88;1.070,00;2.290,00;8.476,42;3.050,00;3.520,00;1.330,00;1.812,50;20.575,00;3.880,00
21/09/2021;851,73;1.345,00;2.360,00;5.225,00;6.490,00;2.562,50;3.570,00;1.194,90;2.987,50;6.500,00;3.020,00;8.300,00;4.740,00;6.150,00;7.225,00;10.600,00;17.700,00;1.405,00;484,00;2.565,83;1.120,00;2.280,00;8.401,63;3.030,00;3.530,00;1.320,00;1.843,75;20.600,00;3.840,00
